,word,values_
201,mmi,"[-0.37678  -1.0038   -0.15551   0.34324  -1.3216    0.13637   0.27834
  0.23533  -0.3981    1.1275    0.1638   -0.72942  -0.36188  -0.48486
 -0.2232    0.20206  -0.23408  -0.16034   0.052423  0.61447   0.11721
 -0.73265   0.13365   0.15007  -0.32799   0.44333   0.53202   0.75002
 -0.71874   0.54232   0.1786    0.38722  -0.056432  1.0456   -0.38746
 -0.30195   0.7825    0.53342  -0.097312 -0.17931   0.19432  -1.1211
 -0.51114  -0.90591  -0.10961  -0.95314   0.17207   1.0826   -0.67237
 -0.5634   -1.4651    0.022542  0.34441  -0.19391  -0.28324   0.15173
  0.46874  -0.015595 -0.24679   0.048151  1.0763    0.46188   0.11242
  0.38814  -1.0219   -0.014712 -1.2863    0.32934   0.84437  -0.14877
  0.089718 -0.38216   1.0182    0.12012  -0.2549   -0.10122   0.03221
 -0.55922  -0.41525  -0.2351   -1.0954   -1.2928   -0.77917   0.42777
  0.42031   0.29766  -0.038069  0.41952   0.23088  -0.051336  0.60414
  0.50706  -0.80156  -0.016126  0.32475   0.16539  -0.017668 -0.25065
  0.37416  -0.39355 ]"
202,nilly,"[ 0.0074128  0.095026  -0.6553    -0.061284  -0.31043    0.63785
  0.1707    -0.6497     0.9678    -0.42809   -0.16907    0.846
  0.32962   -0.16503    0.62341    0.46597    0.32955    1.2508
 -0.21873    0.37904    0.42381    1.4222     0.48534   -0.1371
  0.10339    0.12879   -0.37717    0.15861   -0.19637   -0.38026
 -0.18726   -0.56819   -0.052741  -0.064927  -0.11079    0.4445
  0.29004   -0.9462    -0.6381     0.0034021  0.16162    0.28485
 -0.92959    0.17909   -0.12127    0.39856    0.18325   -0.16843
 -0.22154   -0.38779   -0.10653   -0.26162   -0.85784    0.007276
 -0.73681    0.72384    0.75252    0.99881    0.44302    0.057291
  0.090095  -0.047775   0.34183   -0.080947   0.12947    0.54224
  0.80792    0.54628   -0.64755   -0.39508    0.096763  -0.75641
 -0.37993   -0.7675     0.23191   -0.26061   -0.67667   -0.42018
  0.13729    0.041068   0.025468  -0.18203    0.052925   0.3345
  0.061686   0.30891    0.38707   -0.46843   -0.34258   -0.48203
 -0.0037247  0.050827  -0.14285    0.16083    0.67773   -0.28479
  0.80876   -0.15885   -0.48877    0.19761  ]"
203,974,"[ 0.82396    0.60692    0.32185    0.45707   -0.17701    0.63402
  0.43577   -0.35086    0.081564  -0.33681    0.40268   -0.12974
  0.10827   -0.37426    0.56901    0.064175  -0.49549   -0.19631
  0.2663     0.30142    0.14427    0.23388    0.25844   -0.1636
  0.072279  -0.42568    0.63098    0.81614   -0.0091444 -0.23552
 -0.0039892 -0.016491   0.0027077  0.13121   -0.42742    0.55555
 -0.18272    0.28851    0.07296    0.65024    0.43502   -0.36572
 -0.23488   -0.080612  -0.43397   -0.4345     0.21797   -0.76789
 -0.48754    0.29019   -0.75199   -0.22362    0.26933    0.29843
 -0.49298    0.54008    0.40127   -0.41419   -0.69294   -0.28021
  0.094829  -0.48347    0.25703    0.45489   -0.44878   -0.044799
  0.057831  -0.23597    0.38309   -0.24898    0.19022    0.2195
 -0.18198   -0.12498   -0.14319    0.29924    0.05942    0.43803
 -0.24189    0.16241   -0.13       0.1018     0.18474    0.31167
  0.19868    0.42871    0.55374   -0.12988   -0.25644    0.38019
 -0.062649   0.44119   -0.10795    0.099244   0.40779    0.023326
  0.023685   0.33311   -0.30835   -0.66954  ]"
204,translocation,"[-0.14172    0.33914    0.56574   -0.28936    0.07022   -0.44116
  0.3292     0.72815    0.29171    0.25507   -0.17551    0.46802
  0.036298  -0.43864    0.987      1.234     -0.49247    0.33136
  0.86377   -0.33229   -0.23477   -0.28848   -0.20094    0.41985
 -0.050289   0.47163   -0.098607   0.86815    0.22921    0.0022961
 -0.4997     0.17252    0.61006   -0.05277    0.54367   -0.67183
  0.42315    0.2998    -0.44297    0.59886    1.0054     0.42654
  0.036277  -0.13207   -0.42049   -0.25934   -0.15347    0.35495
 -0.29121    0.50825   -0.058378   0.51963   -0.27329    0.12731
  0.22764    0.58528   -0.79059   -0.8097    -0.083926   0.19461
 -0.74865   -0.083761   0.54263   -0.1379     0.84872    0.57447
 -0.81101    0.075668   0.64598   -0.306     -0.50666   -0.98547
  0.5246     0.25341    0.024897  -0.62322   -0.20306   -0.3232
 -0.18509   -0.022409  -0.49987    0.1918     0.447      1.0522
 -0.1113     0.64921    0.52986   -0.31132    0.022117  -0.36526
 -0.42962   -0.08675   -0.51165   -0.081318   0.39218   -0.43703
  0.080813  -0.22003   -0.037724  -0.28645  ]"
205,1422,"[ 0.40508   -0.46319   -0.13169    0.77534   -0.76185    0.34422
  0.21858   -0.32297    0.3772    -0.97211    0.50931   -0.52985
 -0.080073  -0.10383    0.49486   -0.22601   -0.16615   -0.021943
  0.0082986 -0.48159   -0.37353   -0.26858    0.47833    0.6691
  0.40225    0.13033    0.033198   0.23505    0.084175  -0.11884
 -0.020955  -0.4252     0.38979   -0.61787   -0.88732    0.26069
 -0.14802   -0.22476    0.16627   -0.014885   0.15645   -0.16236
  0.44122   -0.55121   -0.41853   -0.31528    0.25959   -0.23896
  0.13143   -0.15176   -0.52829    0.33012    0.58263    0.17189
 -0.10264    0.1612     0.15509   -0.98549   -1.1434    -0.35818
 -0.19649   -0.11957   -0.096062   0.25549   -0.73265   -0.31909
 -0.62555   -0.27091   -0.17522   -0.45945    0.1424    -0.15809
  0.81321    0.1434    -0.38637   -0.52458    0.85814    0.45519
 -0.72356    0.12118    0.37724   -0.70437    0.23107    0.27433
  0.10246    0.56776    0.31588   -0.87779   -0.1267     0.091585
 -0.22912    0.60349    0.58232    0.55011   -0.026788   0.15472
 -0.029221   0.26496   -0.78169   -1.0622   ]"
206,aho,"[-0.96116   -0.69925   -0.68172   -0.5488    -0.3516    -0.36963
 -0.15059   -0.46154    0.52336   -0.26232   -0.25551    0.11208
 -0.8964     0.57302    0.16242   -0.027794  -0.012885  -0.48457
  0.62832    0.083198  -0.29555    0.35192   -0.23212    0.56497
  0.1533    -0.43108    0.46296   -0.3764    -0.29193   -0.52184
  0.041774   0.057555  -0.1584     0.36583   -0.32837   -0.46092
  0.75639    0.87873   -0.45267   -0.46676    0.14468    0.60686
  0.2795     0.31589   -0.31558    0.24781    0.41446    0.38006
  0.094126   0.64943    0.2259    -0.54723    0.66289   -0.42365
 -0.52999    0.48434    0.37699    0.78882   -0.61975    0.74971
  0.016153  -0.071788   0.35353   -0.092932  -0.18286    0.75771
  0.040011   0.38268   -0.088915  -0.16452   -0.10407   -0.3416
 -1.0029    -0.090266  -0.0051636 -0.19133   -0.69718    0.60056
  0.034028  -0.28029   -0.041044  -0.12961    0.20769   -0.47991
  0.34728    0.085584   1.0308     0.55161   -0.14346    0.78796
  0.081709   0.12719    0.58291    0.70837    0.5298    -0.16798
  0.37804   -0.52635   -0.15507   -0.0059101]"
207,friedan,"[-6.8347e-03  1.1926e-01 -6.2738e-01  8.3499e-02  3.1389e-01  8.1571e-01
  3.1717e-01 -5.2307e-01  5.2067e-01 -5.8239e-01  3.4761e-01  6.1148e-04
 -4.7945e-01  1.7009e-01  6.0868e-01  3.7194e-01  8.6283e-02  8.9788e-02
  2.9742e-01 -4.2446e-01 -8.4895e-02 -1.5813e-01  1.9416e-01  5.9810e-01
 -2.2945e-01  5.3336e-01  6.9432e-02 -1.6807e+00 -1.2822e-02 -4.9526e-02
  4.2642e-01  2.1899e-01 -5.3085e-02  6.5922e-01 -5.6252e-01  3.6417e-01
  4.4612e-01  6.3927e-01  1.8433e-01  4.0137e-02 -3.3384e-01  2.7135e-01
  2.0391e-01  3.0107e-01 -4.8578e-01  5.0092e-01  5.3467e-01  5.9499e-02
 -2.3944e-01  7.5682e-01 -4.2494e-01  1.0297e+00 -1.4825e-01  6.1793e-01
 -5.0516e-01  9.1318e-02  2.3240e-01  3.6992e-01 -1.0987e+00  2.0109e-01
 -2.5262e-01  1.2351e-01  1.7785e-01 -2.5040e-01 -1.8079e-01 -7.4839e-01
  2.4445e-01 -1.5023e-01  2.6039e-02 -6.4132e-02  4.6213e-01 -1.4312e-01
 -9.9755e-01  2.2939e-01 -2.1439e-01  7.0779e-01  3.6081e-01 -7.6704e-01
 -3.1101e-01 -8.3926e-01 -1.3145e+00 -2.2297e-01  1.9651e-01  7.0555e-01
 -6.5538e-01 -1.3214e-01  6.9158e-01 -1.2929e-01 -2.8844e-01  7.1973e-02
  9.6175e-01  5.0451e-01  3.7454e-01 -5.4621e-01  2.1505e-01  2.0055e-01
 -4.7147e-01 -5.2251e-01 -3.4230e-01  1.3508e+00]"
208,denigrated,"[ 0.045303   0.26837   -0.084807   0.057584  -0.35685    0.16229
 -0.24573   -0.060881   0.1458     0.26675   -0.53686    0.15458
  0.55475   -0.46591   -0.21881   -0.10565    0.1818     0.0032011
 -0.10129   -0.15424   -0.042752  -0.089482   0.21734    0.25654
  0.42459   -0.075123  -0.050554   0.22411   -0.28085    0.086316
  0.65147    0.1997    -0.36357    0.068909  -0.039606   0.49263
 -0.29625    0.034833  -0.80899   -0.18797   -0.61556    0.13736
  0.22427    0.76029   -0.20268    0.42181    0.21512    0.27986
 -0.19854   -0.32259   -0.33106    0.55849    0.19735    0.04469
 -0.66895    0.72597    0.40485    0.21049   -0.72372   -0.38885
 -0.085033  -0.097655   0.10963   -0.083721  -0.30461   -0.64017
  0.86986    0.18066    0.17632   -0.045131  -0.19603   -0.12004
  0.23713    0.41462   -0.14938   -0.1778    -0.0081192  0.087646
  0.07567    0.24603   -0.56437   -0.32207   -0.047565   0.47028
 -0.25419   -0.32613    0.0482     0.37683   -0.76132   -0.50963
  0.0094469 -0.35062   -0.094277  -0.027548   0.33246   -0.28607
 -0.5379     0.1445    -0.43484    0.35667  ]"
209,anschluss,"[ 1.2868    -0.63095   -0.76829    0.37684   -1.3075     0.0081569
 -0.47177    0.21834    0.59385   -0.42663    1.0252    -0.037041
 -0.63219    0.75919    0.87445    1.2134     0.28103   -0.44739
 -0.70951   -0.88187    0.52658    1.2085    -0.75028   -0.09742
 -0.33947   -0.31291    0.023905   0.21361    1.4988    -0.26476
 -0.47933   -0.15437    0.59009   -0.018587  -0.84397   -0.50748
  1.2709    -0.63689   -1.078     -0.63075    0.52443   -0.23073
  0.15574    0.52696    0.19007   -0.30767    0.61114    0.41437
  0.030799   0.35552   -0.60928    0.4096     0.57279    0.65152
 -0.54716   -0.34325    0.53661   -0.3761    -0.47368    0.011848
  0.24716   -0.35636    0.40445    0.36165    1.5086     0.24387
 -0.57306   -0.29459   -0.035044  -0.73234   -0.94986   -0.28344
 -0.37439    1.2871    -0.67844    1.3743    -0.46857   -0.81005
 -0.18915   -0.82622   -0.27241   -0.1993    -0.18857    0.67868
  0.15491   -0.28864   -0.11553   -0.31368   -0.2844    -0.29537
  0.045484  -0.32227   -0.19629    0.76222    1.0389    -0.55641
  0.35217    0.52121   -1.1568    -0.18402  ]"
210,laurentiis,"[ 0.80818   -0.22436   -0.12555    0.4884     0.072657  -0.41194
  0.1509     0.17901    0.31632   -0.27546    0.24161   -0.55904
 -0.25909   -0.40104   -0.43913   -0.2393     0.44439    0.41277
  0.55375    0.5038    -0.036814  -0.14826    0.33279   -0.061846
  0.59736    0.40234   -0.24996    0.54911   -0.16183   -0.41348
  0.16856   -0.38301   -0.30752    0.54621    0.52898    0.94153
  0.75382    0.18896   -0.16343   -0.09563    0.24046    1.0122
 -0.29228   -0.18421   -0.039129   0.22707   -0.84553   -0.66031
 -0.027452   0.2468    -0.98922    0.4439    -0.48788    0.20166
 -0.3329     0.1993    -1.3523     0.82184   -0.73763   -0.43375
  0.63786   -0.12643    0.2814    -1.3939    -0.19036   -0.099953
  0.052538  -0.77695    0.16034    0.25964    0.12226    0.99533
  0.1644    -0.22885    0.31584   -0.02769   -0.6302    -0.66416
 -0.4547     0.85947   -1.0183    -0.21572    0.011263   0.16291
 -0.0094184 -0.17406   -0.32109    0.426     -0.90438   -0.73824
  0.16061   -0.76918    0.10484   -0.18283    0.2777    -0.52848
  0.17931   -0.23241   -0.21917   -0.13782  ]"
211,sloops,"[-0.13952    0.20929   -0.65003   -0.46414   -0.46685   -0.031652
  0.10948    0.24225   -0.63101    0.21655    0.10174    0.02799
 -0.36746    0.20592    0.23412   -0.44669    0.10669    0.17286
  0.021919  -0.22859    1.1453    -0.36122    0.034323  -0.86359
  0.36219    0.0035143 -0.73162   -0.077165  -0.25342    0.15628
  0.14045   -0.8212    -0.35978   -0.38398    1.0599     0.062957
  0.48477   -0.32098    0.19042    0.077332   0.0064177 -0.55423
 -0.053572  -0.10571    0.31904   -0.24533    0.1823     0.54124
  0.40779    0.60692   -0.95376    0.84446    0.52146    0.83457
  0.11763    0.93283    0.13792   -0.21229   -0.18824    0.37029
 -0.79972    0.27858    0.39455    0.90709   -0.24421   -0.098698
 -0.77874    0.61071   -0.027407  -0.23676   -0.10312   -0.19712
  0.30373    0.64845   -0.44131    0.39118    0.35119    0.33814
  0.089203  -0.31895   -0.011357  -0.37447    0.68283    0.87214
  0.33256   -0.25191    0.056503  -1.1088    -0.19939   -0.1425
 -1.1597    -0.011272  -0.15463   -0.24607    0.12214   -0.56962
 -0.18149   -0.25415    0.14534    0.27591  ]"
212,grodno,"[ 0.46624  -0.93139   0.75142   0.036356  0.19629   0.12436  -0.2691
  0.22735  -0.28374   0.19254  -0.92908  -0.45178  -0.18667  -0.10417
 -0.096345 -0.14878  -0.39592  -0.84675   0.3265   -0.33639  -0.22773
  0.26835   0.17775   0.12653  -0.22854  -0.51094   0.35761   0.17176
  0.72731  -0.12914  -0.59476  -0.064074  0.29793  -0.5275   -0.4196
  0.082762  0.084447  0.29242   0.51753  -0.31329   0.44852  -0.4848
 -0.24762  -0.55163  -0.21116  -0.351     0.55227   0.44608   0.2463
  0.874    -0.81922   0.38186   0.27671   0.24125  -1.1061    0.87609
 -0.42564  -0.44605  -0.65582  -0.57216   0.26289   0.15977  -0.57626
  0.27198  -0.16708  -0.18683  -0.36192  -1.0137   -0.2993    0.81541
  0.56414  -0.20498   0.25747  -0.037026 -0.38617   0.26868   0.65021
  0.48269  -0.39374   0.77886  -0.67031  -0.021947 -0.4926    0.75409
 -0.41894   0.52777   0.093679  0.6981    0.067452  0.53649   0.40763
 -0.40377  -0.40196  -0.50508  -0.012985  0.44097  -0.042087  0.45681
 -0.21362   0.039337]"
213,nodal,"[-0.10805   -0.63844   -0.41868    0.30726   -0.16291   -0.5701
 -0.12371   -0.26882    0.588      0.023024  -0.26475   -0.25091
 -0.58702    0.36424    0.17354    0.63169   -0.33614   -0.83877
  0.49257    0.049206  -0.67839   -0.0041958 -0.51873    0.2177
  0.55622   -0.19875    0.87009    0.36227    0.043085   0.18285
  0.32384   -0.65506    0.11736    0.095545   0.20121    0.053783
 -0.37531    0.065512   0.44236    0.38531    0.36863    0.85275
 -0.45383    0.33265    0.7491     0.49943    0.18859    0.21054
 -0.609      0.33985    0.19601   -0.23622   -0.55954    0.39539
  0.22276    0.55895   -0.17575    0.34307    0.080076   0.89813
 -0.56333   -0.84515    0.6402     0.68214   -0.30681    0.78988
 -0.49686   -0.18654   -0.46155    0.38693   -0.46198   -0.17531
  0.71306   -0.56509    0.60249   -0.70174   -0.35373    0.20857
 -0.52184   -0.11052   -1.0955     0.55115   -0.64337    0.012388
  0.084961   0.55941    0.93487    0.20152    0.52253   -0.88456
 -0.36114    0.57467   -0.5089    -0.16286   -0.049182  -0.12692
 -0.12989   -0.77689   -0.55367    0.44136  ]"
214,touré,"[-6.2259e-01  4.2415e-02 -5.9125e-01  1.1606e-01  9.6927e-02 -5.1131e-02
  3.7457e-02  4.5022e-01 -2.1252e-01  4.1793e-01  3.2890e-01 -5.9439e-01
 -8.3997e-02 -7.0318e-01  7.1075e-01 -3.1854e-02  2.2040e-01 -6.4987e-01
  2.6897e-01 -7.1182e-01 -8.2675e-01 -5.9953e-01  8.4967e-01  2.1597e-01
 -5.3792e-01  5.2831e-01  1.8644e-01  3.0767e-01  6.3608e-01  8.8822e-02
  3.4609e-01  1.5383e-01 -2.6587e-02  5.3902e-01 -9.0085e-02  4.6693e-02
  6.5154e-01  5.1105e-01 -6.5142e-01 -7.3774e-01  2.8379e-02  1.0804e+00
  5.7962e-01 -3.1088e-01 -3.8776e-01 -1.6317e-01 -1.6421e-02 -4.0743e-01
 -2.2333e-02  5.1787e-01 -2.1003e-01  1.3479e-02  3.4603e-01  5.2114e-01
  1.4047e-01  5.0480e-01 -5.6464e-01 -6.1619e-01 -1.2238e+00 -1.8542e-01
  1.1062e-01 -4.7745e-01 -4.9482e-01  6.7054e-02  9.5243e-02  1.7562e-01
 -2.4840e-01 -1.0225e+00 -5.9336e-01  1.1975e-01 -1.4519e-01  8.0953e-01
  4.6523e-01  1.5244e-01 -1.9739e-01 -3.3401e-01  1.0990e-01  3.6800e-01
 -2.8021e-02  1.7500e-01  2.7222e-01  4.8495e-01 -2.3213e-01 -6.3551e-01
  5.2242e-01 -2.1044e-01 -2.5256e-01  2.6648e-01  8.0925e-02 -6.3497e-01
 -7.7861e-02 -7.6211e-04 -7.6993e-01  6.1587e-02 -4.3941e-02 -7.5156e-01
 -4.0613e-01  8.8472e-02 -6.8643e-01  5.9804e-02]"
215,hore,"[-0.62148    1.0559     1.141     -1.6092     0.025588  -0.55703
  0.13083   -0.35371    0.3383     0.63281    0.23242   -0.0129
 -0.15534    0.43031    0.76555   -0.081411   0.40479    0.30272
 -0.019722   0.22733   -0.79934   -0.31747    0.47206   -1.1603
 -0.025848   0.94949   -0.76111    0.82837   -0.25319    0.0045617
 -0.54006   -1.236      0.20244    0.18571   -0.30669   -0.1262
  0.2853     0.014925   0.15876    0.89425   -0.056693  -0.37298
  0.34163   -0.3201    -0.38937    0.49073   -0.86953   -0.044424
  0.22839   -0.37545   -0.45288    0.72225   -0.56537   -0.78366
 -0.19883   -0.026356   0.071324  -0.6031    -2.0775    -0.40415
 -0.57744   -0.98984    0.062748   0.65549    0.024339  -0.3775
 -0.068167  -0.16917    0.1239    -0.32535   -0.37906    1.5654
 -0.17642    0.252      0.4732    -0.58065   -0.47975    0.9689
  0.030062   0.76554    0.63097   -0.44357   -0.28449    0.38105
 -0.10403   -0.11312    0.55349    0.25709    0.17552   -0.55015
 -0.29695   -0.18097    0.30732   -0.040746  -0.48175    0.3887
  0.48045    0.1245    -0.41241   -0.75072  ]"
216,silliman,"[-0.3673    -0.51817   -0.98149   -0.37226    0.1037    -0.29419
 -0.16487    0.25766   -0.36284   -0.1516    -0.57154    0.14841
 -0.57334    0.61331   -0.44976   -0.39748    0.054004  -0.14679
  0.089524  -0.54461   -0.13366   -0.36763    0.5201     0.52316
  0.24213   -0.41184    0.22886   -0.4533    -0.0086474 -0.48307
 -0.50189    0.010907  -0.18564    0.2353    -1.2377    -0.53519
 -0.15193    0.52365    0.050524  -0.31988   -0.54774    0.79878
 -0.8493     0.80304   -0.54084    0.089437   0.40511    0.98588
 -0.43297    0.48352    0.11507   -0.62762    0.42947   -0.7214
 -0.012785   0.52608    0.27841   -0.3728    -0.50636    0.71412
 -0.20228   -0.66068   -0.17641   -0.23138    0.11156   -0.77854
  0.70732    0.50615   -0.47002    0.55243   -0.14789   -0.098324
 -0.26982    0.18516    0.44847    0.39323    0.65497    0.0082377
 -0.11701    0.09041   -0.22089   -0.058902  -0.22324   -0.011531
  0.52563    0.87407    0.923     -0.45921    0.76777   -0.56483
  0.047846  -0.58117    0.69728    0.0077924  0.10501   -0.43372
  0.086814  -0.22951   -0.10843    0.92293  ]"
217,gou,"[ 1.8673e-01 -5.8489e-01 -7.9765e-01 -6.8711e-01 -1.7361e-01 -5.4798e-01
 -1.4483e-01 -1.3157e-01 -3.0635e-01 -6.8337e-02  4.6865e-01  3.1849e-03
  1.1250e+00 -2.8917e-01 -7.7704e-02 -4.4334e-01 -2.6136e-01 -1.9874e-01
  1.2923e-01  7.6289e-01  4.7460e-01 -5.5310e-02 -3.4427e-01  3.2434e-01
 -5.2383e-01  6.1788e-01  2.4704e-02  7.7383e-01 -1.9542e-01 -7.6090e-02
 -1.4811e-01  3.3497e-01  2.8380e-01 -2.9499e-01 -6.9143e-01  2.3796e-01
  4.3103e-01  8.4783e-01  3.1393e-01 -5.3956e-01 -6.5022e-01  6.5167e-01
  3.1379e-01 -2.6066e-01 -5.4605e-01  3.7234e-01 -1.9190e-01  3.1947e-01
  7.2611e-01  1.7366e-01 -9.2685e-02 -1.8803e-01  4.0400e-01  2.1177e-02
 -3.5381e-01  5.7728e-01  1.3423e-01  2.7236e-01 -5.6670e-01 -7.3143e-02
  4.3199e-01 -9.5784e-01  4.3502e-01  1.2776e-01 -7.9629e-01  1.1652e-01
  3.4842e-01  9.0090e-01 -1.5977e-01 -2.0024e-01  3.0547e-01  4.2268e-01
  2.4840e-01 -7.1345e-02 -4.3205e-02  2.2671e-01  6.5814e-02 -5.1449e-01
 -5.9935e-02  2.9283e-01 -1.1408e-01 -8.1320e-01  3.2365e-02  1.7755e-01
 -5.9245e-01  2.5581e-01 -4.0919e-02  1.6697e-04  1.6949e-01  2.6246e-01
  4.1794e-01  4.3189e-01 -1.8094e-01  5.1015e-01  7.2546e-01 -4.3030e-02
 -6.0481e-02 -5.3087e-01 -3.3935e-01 -2.3284e-01]"
218,putrid,"[ 6.5375e-01  3.6194e-01  2.7094e-01 -8.8648e-01 -3.5922e-01  3.4484e-01
  3.2374e-02  1.7276e-01  2.9443e-01  2.9679e-01 -7.1978e-01  2.8638e-01
  1.4148e-01 -4.5442e-01  7.3203e-01 -5.4743e-02 -2.4038e-01 -5.7960e-01
  6.1084e-01  2.7003e-03 -4.4481e-01  4.1534e-01  2.6613e-01 -7.5612e-01
  4.7941e-02  2.0765e-02 -4.0567e-01  3.2780e-01  1.1730e-01 -2.3991e-01
  1.4733e-01 -8.8473e-01  1.3125e-01 -2.4194e-01 -8.7742e-01 -1.3546e-01
 -1.7940e-01 -2.9318e-02  1.5416e-03  3.6200e-01 -2.9116e-02  4.5115e-03
 -5.4491e-01 -1.7231e-01  2.3875e-01  5.4596e-01 -4.5901e-01  6.4967e-01
 -4.0588e-01  1.4752e-01  8.8796e-02 -4.6046e-02 -2.0926e-01  1.2521e-02
 -3.8311e-01 -5.3126e-02  1.1636e+00  1.4388e-01 -6.2083e-02 -3.5421e-01
 -1.3560e-01  6.8860e-03 -4.1163e-02  1.2900e-01 -1.2147e-01 -8.5369e-02
  3.5621e-01 -7.8980e-01 -7.0462e-01 -7.9856e-01  1.0454e-01 -4.3559e-01
  5.7129e-01  3.7003e-01 -3.3757e-01  3.6967e-02 -5.2325e-01  2.2323e-01
 -7.0755e-02  2.0893e-01  5.7206e-04  3.1267e-01 -2.4650e-01  6.9614e-01
  2.4238e-01 -5.4854e-01  3.0427e-01 -3.6950e-01 -5.4053e-01  4.8857e-01
  3.6225e-01  6.2099e-02 -4.9734e-01  1.1490e-01  3.2364e-01  1.3844e-01
 -4.7959e-01 -3.7423e-01 -3.7395e-01  7.0069e-01]"
219,renominated,"[-0.13501  -0.018816  0.24805   0.17459   0.35112   0.21051   0.30876
  0.012617  0.2258   -0.49648  -0.029589  0.2036    0.11729  -0.64469
  0.57589  -0.47375  -0.085     0.12765  -0.14152  -0.49108  -0.37355
 -1.0343    0.22267   0.31678  -0.74679  -0.10395  -0.29799  -0.18959
  0.03787   0.39877   1.4341    0.28828  -0.34535   0.47391   0.042162
  1.2858   -0.81046  -0.090452 -0.54962   0.43112  -0.35637  -0.050541
  0.42243   0.30132   0.28721   0.088266  0.19072  -0.9172   -0.43714
 -0.25666  -0.26753  -0.74614   0.42719   0.037253  0.26924   0.13317
 -0.053824  0.43983  -0.6073   -0.607    -0.39031  -0.31027  -0.46955
  0.49569  -0.53883  -0.2741    0.2645    0.62051  -0.80952  -0.44756
 -0.11735   0.098857  0.14418   0.24936  -0.58494  -0.2739   -0.60629
  0.028491  0.18541  -0.92054  -1.3408   -0.41909  -0.49653   0.49109
  0.43036  -0.21037   0.37124   1.0102   -0.089057 -0.70814  -0.20924
 -0.62634  -0.41841  -0.03466  -0.028738 -0.083305  0.65213   0.57134
 -0.80471  -0.2248  ]"
